LOAN_ID,NMONTHS,FORECLOSURE
AEGDABCHJEBD,100.797,0
FFIHAJIFFEII,60.005,0
ABJBCEEHEBEF,30.462,0
DJDBICDHECBG,81.324,0
GBIJDIJCFBAI,49.051,0
GEEJDFBACHEC,62.344,0
EHDJGFJFHAHB,42.09,0
IDHEHCGGACAF,18.77,0
IBABAFIFHDBE,15.87,0
HIEACJBEGJFI,81.087,0
JJJHBBEIIIDH,50.413,0
GFDBEHAGCIDC,54.807,0
JHICBGGBAGGE,86.646,0
DBAFFGDEHEEC,81.911,0
DIAIEAFEABCF,74.882,0
HHDGAICIAGAB,86.993,0
FFIIHGAAIBHC,57.758,0
CHHHGCIBHHHD,16.415,0
CJFDIJCCHAJD,33.27,0
CJDDFJDCJDGI,45.554,0
HBBIEFGIDAJA,48.929,0
HJIHBJEGDAHJ,25.977,0
FJIDIEGEBBEJ,59.114,0
IGGCFCCEFDEJ,39.75,0
ABEBCCCCFEEI,38.678,0
EDGBADJAJICH,10.944,0
EBDIEAGADBDB,89.459,0
FFAIFJGDJAEH,13.407,0
HDAGFHAJHGCG,87.869,0
AGDBCEBJEDFE,18.501,0
DIGGDBCJJFDH,21.711,0
DGCBHEGFBDFJ,20.186,0
GFCDBJJEHEEG,70.92,0
DEHHGJIIIIGD,55.148,0
GCGABEBDDFED,23.142,0
IEJJHJAHHHFD,74.171,0
JDBGJFIHAJCF,56.434,0
DFGAHDDHGBEI,90.939,0
AACDHBEEIAGI,25.552,0
DBFCFJEBEGAE,23.029,0
IIBFAAACBCHA,26.072,0
AHBAHJAEHJHI,67.096,0
JJIIIJDADICA,51.692,0
AGBEHIEAEGBF,64.653,0
ABGBCAJAFBBE,58.417,0
JJIACAGEHFAA,71.833,0
FIFGCHIGGCHG,112.787,0
CAAEEEFCJIJB,56.839,0
AAGCIDJCCICG,83.273,0
EJBCHGHDFGGC,74.914,0
CAGCCAGGDIEJ,30.908,0
DDEIFCDAJJII,16.753,0
EDADDAACIGGA,45.788,0
IJGHEGGIIHIE,65.97,0
FECFCJFCCIIA,35.025,0
DEHBBIEGGGDI,69.237,0
JEIICDJFHCCC,72.437,0
AHDDFGCBHBBD,70.405,0
ACFHHDCGBIFH,69.97,0
GGJFDHBGBBJA,22.846,0
AHDJIIDDBFFI,116.513,0
AECACEIHJCCE,22.342,0
AJIJDJDFICIE,49.777,0
JBCICDEDIHDH,87.318,0
IHJBHIEJCCAA,85.046,0
GJIJDHCGJFCE,33.675,0
FCDDGADHCGAF,22.95,0
AACGIIFBDCAJ,78.474,0
EIEGAFJEDFEH,19.935,0
DFBFDIJFGAEJ,65.264,0
IIHGHGECDCIF,31.802,0
DDDFIIABJDBF,66.811,0
EJDAHBAFABBI,16.559,0
DGGGIIIECAIE,93.193,0
HIGJJJFEEGAC,24.943,0
AEBJJDGJEHGB,71.944,0
CDFHGDDFEADA,37.636,0
CAGDIGJEHEJH,5.953,0
CJEBCIFJAHFC,66.074,0
FHFAAGEHIHJE,49.024,0
JCEBIFIIHBCJ,77.431,0
EDJBGHFGJIAE,26.349,0
GACDAJIGJGJH,32.521,0
FGAABDJACAJD,70.659,0
CIHAFBDFECJB,22.341,0
GIJICHHEFABH,41.522,0
JHEIIBBJBIBC,40.181,0
GFABJJAIBCEG,56.922,0
IHJGFBEJFJFH,82.549,0
HGEBFGEDGEFF,35.948,0
EFIHCFDCHGCJ,80.577,0
HCBJFBBGHHJI,62.116,0
AHFIEJBDBJJF,39.615,0
JHAIIHIHCCJG,49.215,1
IDCDCIHDJIBF,97.866,0
FHEDIGAJAAJG,91.434,0
JACJHIBCAHIF,56.199,0
GJJGFFCCCGIG,84.835,0
GJHJDGAIBEFA,52.634,0
HGGEJBDJJBJH,20.46,0
JDIICIAJADFI,88.738,0
AGDJHBJGFHJA,26.632,0
AHJEABDJCHEE,93.434,0
ECFJJGEDFIEE,79.891,0
EJJFGHEHAHDG,84.479,0
IHJDAEFDFCHA,29.132,0
GBEGEAFHFFFG,105.669,0
DIBHGFDICDJI,88.123,0
JABCDBEAEGDH,77.202,0
DHCCGDIDGJEC,45.498,0
EABADJFHDFBF,17.959,0
ACACCGGGIAIH,30.296,0
IJDGDFDEBDDB,67.819,0
HCGDJHFCIBDE,47.107,0
AFEABIEDCJBJ,86.365,0
FGFEGHDIDJCA,35.355,0
JFGAHCIJAJJH,29.418,0
FGBIBHDBCADD,33.793,0
FBHCDEBBHJCI,54.095,0
JEEBEHGEIIEG,76.365,0
CBDEIECBCGIH,81.346,0
JAJGCFDJFICF,23.231,0
ACHCEEHHHEGH,56.938,0
EGFCEIJICGJJ,78.326,0
DEJEBCJFAFCA,37.115,0
JJFHDDEIHBFH,41.587,0
GFEJHDFJAIDH,42.368,0
GGBHBAAHDACD,35.374,0
ECIIIIAJIGCI,82.816,0
GIICHDGBDIEI,24.688,0
HAHCFAJCHJJB,43.549,0
GIGIHHEDDECG,96.126,0
CBFGJCGHIIBG,92.738,0
AGBGDJGGCDEE,69.929,0
FHGDEDDDEDEA,48.41,0
DGBJIJDHIBIB,38.116,0
ABCFBEBBGCHE,90.73,0
GBDJAFEDHHJI,62.051,0
CGJFAJBAIBGD,52.273,0
DIFGJFHCGFFF,36.9,0
AICFIJEAFCFF,63.865,0
GEHCHHCDACAD,29.178,0
HEFCBIGCEFFD,43.241,0
IHHGFBAEGEIF,98.446,0
FGGBDEHAFFHE,83.617,0
AFFJBHIDBFFE,19.454,0
GFFCHACBGFBJ,71.853,0
FHIDEFEIDDHC,27.736,0
ICIHJHFGFEBG,44.221,0
CHFGHFFGIDCG,19.908,0
GDJHGAGIFJGJ,110.402,0
CEJDCAAHGDHG,52.096,0
GIFAHDBHGFGJ,88.342,0
IIEJCBDJHADH,66.944,0
IDACDGEDBAID,32.41,0
FGIDCJGCABFA,76.302,0
IAIEDEAIEJFF,82.796,0
AHDIDBHGGHGI,55.725,0
EEHGAEIBGJGG,82.504,0
DEFIAGFEAGBG,56.795,0
EHGIAJBACHDD,36.293,0
CHFDEDCDFHIE,35.32,0
GBCJBICGFDGF,96.785,0
JBDAAEDCJDJJ,38.789,0
FAIEBGDJGIHF,39.656,0
IIGCIFHAHFCJ,47.083,0
JCDHCIHEABBE,81.27,0
FFEGAJEBBEAC,65.827,0
GJGDHJJJCFHF,60.463,0
ABFGCGHFDADJ,68.476,0
CHHFIHCEEGDI,61.046,0
JFCABIEIIBAC,15.609,0
AGGFHCBCABIC,75.76,0
JIGBHEACFCII,87.412,0
CGEIACDIFCBD,68.764,0
EJEJAECBJCGB,43.881,0
CJGEAECDJFGC,66.163,0
GDCDGDDFFJJH,37.26,0
ACAHDFJEEIIG,89.695,0
GEBCADAHJADB,77.487,0
EIHEABIBDFJI,91.334,0
EJHEIIBDIFCD,26.121,0
HCJFGGACCCAG,36.378,0
IAAEDAIHGFCG,52.358,0
CAJFHICEJCDA,90.098,0
IJHHICHJHDFE,12.385,0
FIHJHIJEAFDD,81.047,0
FHDHBAGDAFFJ,58.301,0
GEIJDHBGJDEF,135.032,0
JIHJBCFEAIJJ,95.515,0
JDEAHEGEDFID,45.935,0
DBDFHAHBCJCF,48.251,0
FHCFJJCDHEBF,64.657,0
JCBEIBJFHJEB,92.421,0
EDJJJEDIHDHB,66.318,0
HAFEIJJEFHED,53.615,0
DIFBHJEBACDJ,19.136,0
GHIAGCADFCBA,31.549,0
FFBHJHBEGEGA,30.908,0
FEGDBGHIAHBA,82.393,0
HBEACBGIJJFB,82.511,0
FJCHAEIIAHEJ,82.559,0
DACCBGHHJEFI,88.362,0
FIBAFGAEDAHH,42.372,0
ADEJDCJIIHDB,22.352,0
EDJJBIGCEDGE,24.117,0
CICEDFAHHEEB,91.79,0
IEHFIAJEACJH,29.093,0
GJACCFAGHAJC,95.149,0
IDBABDEGBHJI,26.067,0
JHIGFDCDJIAJ,60.537,0
HFIIGGIBJJJB,14.298,0
JFIJJEHEJAEJ,60.544,0
AICBBCBCFBJF,76.796,0
JCEEAHBGABDG,85.58,0
ABBGGBACJBIF,51.601,0
EHECEIBHCADH,27.469,0
CIBDJCHDBCCF,92.028,0
HCFEECDIACHH,102.889,0
ACCIBJFEBBJF,84.608,0
GGGACIICDFAG,37.305,0
FJJHFHFJHEJI,86.928,0
HIJGHAJDCDCG,59.538,0
AHCEHCIFBJDC,44.915,0
AGBHJFCFHEIJ,45.85,0
CEIAHBHCJHCC,101.881,0
EFAGCHBDBHEE,8.661,0
HJAIGBCAIFBG,35.367,0
GGEEFBACGAIA,40.44,0
GCGJEGJCHAJE,84.525,0
HJFBFIGDDEDI,88.528,0
AHFEBHFEJBBF,109.685,0
CDBJEFBCDDDJ,43.478,0
EIHJBHFBBGAG,74.337,0
GCFADCBFHDBF,90.733,0
JCAECCIEIHBC,41.532,0
GCECFABJFBAD,57.288,0
CFDEHHDIIAJH,86.781,0
JCAACBCJEDJE,32.404,0
DGHJJEJHFAGF,73.105,0
DAIJBDEBFEDD,68.499,0
CCDGGFCFAGAH,65.498,0
IAAIEJICJDIB,21.402,0
FEAFAJBJCAID,51.51,0
HAJJCIDAHEBI,27.722,0
FGGJHJAJEJJJ,33.237,0
DBBBDAEEEBEG,72.784,0
ADGHFIDBHIDH,44.493,0
CAIBEJCAHHFI,58.926,0
HGHAIGGBFGIJ,70.93,0
JCJDICGCGBIE,29.842,0
EDFCJBEDHHDB,55.623,0
GEGHAGBJDBAD,12.183,0
HFGJIABHIEBD,76.357,0
GFDAAAJDDIII,103.033,0
CEEAEGJCCJGD,23.472,0
HAHGBDCEBFAB,23.227,0
JBHJHABDEBJA,71.873,0
DDHIHIEFJGFE,90.202,0
DGJDECICCFAI,36.332,0
GAIAGIEDCEGI,26.513,0
ICIHAAECBEDC,105.789,0
GDHHFCBIEAIC,37.965,0
IBFAECFEDEBI,59.44,0
DJCIGBHBEACC,66.159,0
IFIGEHCGIAFE,21.473,0
IGBJIIDCHACI,101.69,0
GIJEJHAIIBHB,61.673,0
EJHBJIEBDHEA,37.094,0
FCJBDJAJCHHC,72.09,0
JHIBJECBAGDB,106.509,0
JIBHEJBIBBIA,28.054,0
GBAEDFAAAGGD,74.727,0
ABAAJIEDGAJH,52.451,1
FABJFCHEBCCB,47.445,0
GBAHCEGJJIFH,131.931,0
CCJHIEJDEICF,75.822,0
EJABDJIHJDJH,50.366,0
HDDJADICFCBG,74.47,0
CHFDIFIHDEAH,81.229,0
HAFCHBECAAEI,97.523,0
HJFHCCEGHIDC,58.959,0
FBEHABCIAEGD,29.754,0
CGHECABICBFC,81.51,0
IIFAJDGEAEFE,16.087,0
GHIGIHDIGABH,55.456,0
HJJFIJHDFHFJ,46.225,0
IDJIIFGDJFAF,103.533,0
EHHDEEHHEHEI,65.234,0
DGAEIACCCEEC,21.76,0
CACEGFGHHIDI,21.152,0
IHEAEJJJGDBB,60.727,0
FDAHDHEABEAF,-10.79,0
IEJAFFGDHJFD,41.507,0
DCDDDAFFIGGJ,65.997,0
JIFIAIADFGAA,94.282,0
FGFAIBGEHHJJ,59.889,0
HBABEIGHDFIE,81.17,0
JEAECEAECJHH,32.387,0
EFFEECBIDCAA,101.973,0
FDFIAHDJCBCI,66.143,0
JCJIDJDEDAFC,15.458,0
IGBAJFJBEGAD,19.332,0
JDCCJAAHAIDI,21.404,0
DDFIAGIFADBC,50.804,0
AJDJJGDCDBHC,36.648,0
ABBCHHJHJGIG,26.57,0
DICJEDJDJIBH,97.795,0
EGFJAFGJDDCC,45.344,0
HDDEEEHHAIGE,50.232,0
AICJEJBEBHFA,42.461,0
JEEFBIIFFJAC,59.74,0
AAJGDAHGCBIG,38.89,0
JJJGDFFIHABB,93.89,0
GAGHCCEFAJCB,103.586,1
IICGIBJJJEGG,54.638,0
AGDJDIAADJJA,65.376,0
DBJHIGGFDCED,66.028,0
CBBDIIIDBHAF,88.645,0
HJCCCECGAAFF,69.54,0
FEEDDIEEBBGG,26.628,0
AFEICGCFIBIA,80.812,0
FIDDFEIIHGFC,84.624,0
DCJEJJABADJC,84.054,0
DGAIIDGBHHGB,60.119,0
ABJICFFCEIBG,69.613,0
JAAADBDIEHFH,30.989,0
DAIBCGJIHEFH,34.645,0
DFBICCEBGIGH,30.595,0
GJECIEACIHDC,57.512,0
FDIJCAFGJBFD,17.26,0
EDAHFAIECAJH,58.598,0
JCIADFDBCDIF,58.663,0
GEBCAAHDBDCG,120.168,0
GBHAFDAAFJGF,42.348,0
ABAAAEDHABBB,46.452,0
CEJHIAGFCAFC,44.526,0
FHIHHDJDHJJG,65.179,0
FFIAAFJDEHEJ,28.938,0
JJEIABEGJCFD,35.114,0
IJIHFDCDDEDJ,44.431,0
ACAJJHEEJBJH,50,0
GCEAGFFDCFEE,46.461,0
GGBADCAFFADI,95.344,0
EHEGIAAJBBDE,87.74,0
AHFFGJGEJFJD,36.632,0
JJGCHFDCJCDH,104.072,1
DHJAGDFJAIDA,94.776,0
DICCHEIJFBIJ,29.872,0
HFIBBJBJJCHI,26.971,0
DFGECCFCAEEG,60.565,0
HDEEBHDEAFBE,29.999,0
FGGGFCHAAHFF,32.623,0
AAJDJJHGGCBJ,38.199,0
EBCEGEGFEFEB,71.65,0
CIBCJJHCJCII,12.091,0
JGCGIBDCIJIC,73.545,0
CFHCJEGDCBEI,68.204,0
DBGCBBJIGDAJ,31.09,0
IJEBCCJEJGAD,22.467,0
HAFHJCBIAFAC,64.618,0
GJGECHADBBBB,10.295,0
CECIJDIBDFCI,56.529,0
IEJDJDGBFJBH,102.161,0
CAGCGEGCACEG,55.58,0
HIGJEBJIIHHG,99.11,0
EBDEEGFHDBJI,77.432,0
IBIGFAEGDCBF,37.284,0
HDGFEEACGCBI,30.471,0
HEADBHAHBDHC,56.477,0
DDHHDDHADGDE,55.554,0
DGBJJFICFEBA,100.185,0
EFAFGDGCAFEG,37.081,0
DFCHCGGGCEJD,81.458,0
DFACGJIBFACA,64.731,0
JFJBBCACHJFI,16.608,0
JGIAAAFIFJDC,40.413,0
DHDHBDFBFDCH,32.54,0
IEIIDCEDDJDC,65.07,0
FBIGDEABDAAF,32.292,0
JHIJFEHIJCJJ,77.673,0
EEIAIBDJDDEA,46.69,0
JBDGHAIFEEJD,80.036,0
GICGAABDGHHD,50.511,0
FDIIFBJCHDJE,100.312,0
FCDDIDGHJAFF,79.947,0
AFDCFCGBIHEJ,19.506,0
HFJCCIIGAIJB,45.424,0
CCHJJDEAHDED,49.771,0
JFAECJGFCIEE,72.59,0
HADABFFIFBBA,84.174,0
JEFBCEDIBDAH,68.948,0
JCEAFIEAFDFE,61.725,0
GFHGCFCADJCF,27.848,0
DAGEAGEEBJJG,56.057,0
IIBECACAFABH,56.055,0
FFJEHAIJHDEG,36.605,0
JBICEGCAHGIE,60.905,0
DHGIAGFBJDHE,62.305,0
HGCJCBJCHEGJ,24.792,0
EIBFJDCADAAD,37.154,0
IFIEAEHGEFGC,46.715,0
IFJIGFIJHIJD,77.179,0
EEGJABJGIBHF,55.181,0
FEGFIEIGFAAF,44.883,0
EBJHHFDDGFHF,106.16,0
HHBICJECJGDG,88.796,0
EDBFEECAIGAD,21.916,0
JFEEHJBAGBAJ,82.322,0
AFDJHEAAHJEB,33.012,0
JGJHBIGFJCDG,28.418,0
JBJFHGJAIABB,66.032,0
IHGHJHGIGCBD,71.64,0
JGGIAGHBFGCC,28.662,0
IIDGGAGAADGJ,32.845,0
ECCBJJEDIEJJ,92.02,0
CEABIGFBCHDA,86.292,0
GJJFFIJFDFIF,89.664,0
DDIFGECHAAFA,81.216,0
HBGEFBBABFFB,81.071,0
IBJHAGEBEGEG,47.391,0
IDIAEHBJHHED,24.929,0
ECDGHEDFIIAH,54.766,0
HGDCBDDEDBHA,41.458,0
CIJACGJIGFAD,89.343,0
EEBEADIBDBAG,21.575,0
JGJDCCDEDIAH,54.966,0
JCAFIHFCIEGB,71.596,0
AAAADBBFEEEJ,89.272,0
HDAIIDGABJJE,70.771,0
EGIABGACDGHG,56.512,0
JECCHIIDBGBB,79.814,0
GCJBAGIGHCBE,53.014,0
GIGCGDBDJIAH,52.4,0
JCHJBBEEFGBF,79.249,1
AFGCJIEBABEJ,80.14,0
ABCAGDDGIDJC,86.151,0
CHGBCDJEAAIA,17.742,0
CAAGCIDFHIAB,15.582,0
IFBIFEFHJFEI,42.362,0
GGEFBACDJJHE,96.889,0
ABBAABGJCIDF,79.675,0
HIFGHEBIJHBD,46.915,0
ACEEFFGDEIHJ,96.259,0
FEHJIDAEJIEC,26.049,0
IECDGGGHAFCH,87.164,0
FEHFJJJIDBCF,43.534,0
IDIIIIGICDHB,84.017,0
DBBCIDJFEDAG,12.302,0
EGIAFICGCJDB,98.263,0
CFDJDBHBDJGI,64.388,0
JICDBAEDAGEJ,72.511,0
ECEECJFIGEDA,25.734,0
IGIFBDJFFGDE,26.117,0
FFFAAHEEJHCG,62.627,0
HABAFJHAGFBJ,55.235,0
JACAFFIADHDC,46.944,0
EBEHGFCCJEJE,104.327,0
CCJAGGDEFGFJ,45.839,0
JGEHBIHFCGEE,75.251,0
GCIIFAJACIII,71.147,0
DAJEIHEHCCFF,42.179,0
EGIFGJDEJGAE,89.559,0
CEDHCGCCDAEH,18.828,0
CIJHBGJEIHGI,57.194,0
IIFJDDGCBHDG,66.578,0
HAIAIIAJFJFC,39.259,0
FBIBEGGJBHGA,62.247,0
HDDFBEDGAFIC,50.239,0
JADJBBHCGHJJ,32.266,0
JECAGIDAGHDJ,33.717,0
GBECHGFFHGFI,88.219,0
JBCDCJBIAGBH,70.042,0
CCEHEEBBAICH,63.026,0
AADGCEECDFJC,44.976,0
AADFEFIGDHDB,28.484,0
CAECADBGJDJJ,28.892,0
FACGGEJCDECG,87.428,0
AIICEGAJFFFD,83.699,0
GEEGADIJBGGC,54.34,0
IBDICBFAIGCF,26.212,0
CBEDCGHEECFA,49.933,0
IHGIAFABBFIG,73.665,0
HHBAEDGAHAFJ,77.072,0
GCECGGEFIADG,62.183,0
HCIBGEDCDHJE,66.735,0
GADFHDJDHFAG,62.98,0
HAGHHCFEHAGF,55.445,0
HEHFFAFAJDBE,54.588,0
EAJCAEGFHBII,73.366,0
IFCEIEGEGIBF,66.927,0
FDCFCIAABDFC,103.505,0
GHBAJJFIJEID,25.301,0
FGICEBHBCIHD,82.994,0
JBAIEBIBIHFF,82.132,0
AGIJFEFIAFJC,19.071,0
ADDFHICIIHAE,30.134,0
EIAHHBIGHJCE,43.997,0
GDHIJGAGADCG,74.868,0
FGFECAGFFGAH,95.949,0
ICHJBJFGECCH,35.805,0
FIHEGDJDIFJH,97.121,0
CGFECEIHIIAD,77.068,0
EGDDGIDIIJFF,87.932,0
IAFFHHIDBBDJ,85.212,0
ADDBGHDCBBIJ,69.785,0
DHCIHHJJCIIB,82.087,0
ICHEHAGEDAHF,84.894,0
AGCHFDGDDHFH,31.661,0
CBDFDFHAFGBI,80.813,0
ECCEGHEBEJHI,16.464,0
DJIHEACBHJFC,86.904,0
JFIECADIIFAH,63.222,0
FDBGCIFFFJEH,65.441,0
GGBJAGACHGCH,54.743,0
JEGEHBICEBHD,17.423,0
FCAIGDIIEAGI,94.046,0
IIJIHHFGGDEC,35.595,0
JCFCAAJIIAAI,15.351,0
ACFECIHFBHBG,13.102,0
GHBBGBCCJJEF,52.376,0
ADHHHDJFDCEI,33.127,0
HCICEBADCBBG,54.332,0
EJEEAFFBHJIC,31.398,0
EEBGEEJBJAEG,82.284,0
EFAFFEDCHCCB,63.486,0
JGGEBBCEHFCH,82.444,0
FDHFAHEAAIEA,55.146,0
FDHECFGEDAAC,52.88,0
GCCDHFBGCJIC,42.755,0
ADBACADAIHJG,99.423,0
DGCJGHBHEFGC,38.795,0
DHHJHHIJAHJI,73.532,0
GHJCGEIACDFI,37.42,0
FDJADJIAAABI,26.019,0
ICDGDEECBADI,91.862,0
HBHBIAGCFIHE,57.653,0
JAACIBADHFGJ,20.772,0
DIJBBGJECIAI,49.123,0
FHCHIDEDGJBC,53.268,0
DHAGHGCEGIGC,19.517,0
AEIICDADAAFJ,70.613,0
HJIHGICGEJFH,31.923,0
EHGAHGFJGIIH,40.317,0
FEJJFBCGBFJI,32.48,0
CEEEIBBCJJJF,64.34,0
ABFECAEGHHEG,68.965,0
HJBIIFDCFBIJ,21.216,0
IDJDCHIEEBIC,59.265,0
CBAGEIHAGIBI,23.761,0
HHHFDBHGAEEG,64.991,0
DBJEFFFDBHHJ,77.517,0
CIAIEGEJIFAG,37.683,0
EAEIEAFCBJHI,65.5,0
JBDJJJBGEIID,49.316,0
DDAAGEFIDHJF,20.641,0
DFAHBFBGAIEJ,22.126,0
DGIBFAAGBJDH,30.245,0
GBGJCAFCFGII,66.193,0
CCAHFDBJGJBB,80.794,0
JIGABHIHHICE,32.985,0
ADEJDFHFGDFC,29.942,0
CHBADCFFCGJB,73.708,0
IGBGHBJCCEHF,84.189,0
DJCFFCHBHIJC,87.176,0
DHECHFECJDAG,101.701,0
GHGEIFFJBHBG,35.163,0
AGIGECIDCIHG,46.086,0
DDCECIGGJJGA,67.936,0
AEDCCBICIFHG,67.044,0
FEEAGGJFFIBB,32.397,0
CFCJAGFHHBHD,71.48,0
JAGBEJHIGGHF,72.099,0
CEBEBFCEFGCE,87.948,0
GFICEFGGBBIC,103.364,0
CICGHFECCEJJ,31.846,0
FCEACCGAGJFD,105.726,0
EFFGACBDCGDB,37.833,0
IABDBABCDDFI,18.071,0
FCIAGCAGJECF,42.836,0
AFCCDBFFEJFA,77.387,0
IJGDABDJHFCI,43.9,0
JDJCDACAHJCE,86.801,0
CHCDCFCGBBHF,65.271,0
EEHJICIHBCID,61.506,0
HGDHICCEFCEJ,56.242,0
GCIDBIEDGIDF,69.875,0
EDEGHEHFBDAA,50.848,0
IHBEHDCEEJHB,79.007,0
AFCJHDACAGGJ,61.926,0
EGCFDAJEEGEG,49.362,0
GBCBBICDFCBC,54.434,0
CCJFJIAHEAAD,43.952,0
IFCFDHICCIFJ,33.571,0
GJCDEFEFIIFJ,25.463,0
JJJFDJIIJGAH,38.977,0
HBGFIGJCAFED,63.822,0
CADCJHGEIGBH,35.26,0
HDEEHCCHCAIG,100.494,0
HAAAJJIABFGH,102.315,0
EFEFGFFAGJAG,77.255,0
FDFIDDEDDAIJ,62.457,0
GCFEDHJAGJGE,138.032,0
GHBFGBEECEEJ,29.492,0
EBBGIIJIGFEA,49.725,0
GGAFJAAIEHAE,67.848,0
FGJEFJJHJDJJ,10.978,0
GIIJACCFBIFF,29.778,0
JCGJEIJEGDBA,31.411,0
DJDIHHBJIDBE,49.325,0
JCIFJFHDHGJC,63.683,0
CFIIHCDDFEBE,27.121,0
HIBGAGIFEHGD,75.879,0
EHABBIJIDFGD,66.06,1
EJAGEAIBFEHI,45.706,0
DCEEFBDEBDFI,91.705,0
EHBHFHDJGHII,10.261,0
GEAJCJFICCDB,38.518,0
HCBAIAIDAIGJ,40.526,0
FEFFHGIJFDGF,36.398,0
EDGADHIADDJD,73.934,0
DHHEGHGACGGE,58,0
EAJBCHBADHFB,72.963,0
GEGGDFHDIBEE,71.555,0
IJHCDCFFDJAJ,30.085,0
HEDDBFHIHBGC,98.055,0
FBGACHHAJBFJ,94.562,0
HFGAFGHIAAHF,74.342,0
IHEIGBFFCGGC,62.66,0
EIEEFEJBIAEE,13.612,0
ACEIBEIEEEBE,49.776,0
HAJDJEACEICA,59.942,0
DAAADAHEDHBB,55.927,0
GBEABHCFBAAJ,52.834,0
IFGFBCGFADHF,36.997,0
AIIDHIHIDCIA,26.795,0
EEJJBDAAJCIF,30.235,0
DDHEIJIJHECH,26.912,0
FGBAGGGJBAGD,88.303,0
EIGDIAHFDDID,104.592,0
HCDCJIJBIHIG,78.002,0
AHEDEAGIEGJJ,70.72,0
IHJAHAGEIGBI,42.648,0
AFFJEFHDCDHJ,53.353,0
EGEEDGFBFDFC,26.216,0
CIIFBEEEDFCC,70.432,0
FEAAIAJFEAIH,41.986,0
FDBICAEFEBAC,18.749,0
FGHECCGFAHBH,78.532,0
FBHEBAFAGBHI,85.731,0
GHEGHAJHAABC,97.605,0
GJBHJBEGDFHA,59.799,0
FJADCIGHEIDE,95.338,0
EFHGIDGAHGGB,38.753,0
CJIIGGJJABHF,33.895,0
FIDJFDEEAGCG,45.049,1
FBCJCAIFBEHH,77.739,0
JAJDHCAHDAFJ,27.047,0
GAFEBAAHBIDE,63.602,0
EEBDDABEJHHB,38.577,0
HCHHJGGHCCEE,29.03,0
HJJDEJDIBHGJ,100.165,0
CCHIBGAJIHDI,4.933,0
AEEEBEEFBAJB,85.68,0
FGEDIGGJDHAB,31.944,0
ICBBJFCJCBFB,96.987,0
DBHDFIHABHBE,83.148,0
CBHIEDGBDBFI,67.562,0
HGHJAHEGGJHG,84.545,0
AEAAAGBCAFFG,91.262,1
FBEJABIHFCDB,29.6,0
HFGEJCBCGIGC,92.352,0
GGICJAIGDAAD,92.843,0
EBJAGIJFFJDC,32.916,0
JAIBAGCFFEAD,61.301,0
GJEDFBGCBDJI,20.898,0
JIADGHGDDDAE,16.067,0
DEHEGDDDGGFH,60.405,0
EFIBGCIAJBDI,70.34,0
JIJJADAJJHIF,30.648,0
FEGFDDIAHFFA,22.445,0
EGHHGGAGIJEH,60.991,0
IAEADADGHEGH,48.713,1
HIDDCEDHHDDE,38.091,0
IBFJIJIFCEHG,63.054,0
ACGAIAACEDFB,84.692,0
CCIHDCDJJDGA,13.59,0
ICAGEEGADJJA,16.712,0
DBIDHEEHIIBE,59.915,0
HJHDDIHCAFHA,94.846,0
ACFGEDIBEDEF,54.756,0
HJEDHAFFJEFJ,61.375,0
IEBFCEHBHAJE,50.21,0
DDBDHAJJDAFI,77.909,0
EGHFAFCFAIIF,51.348,0
IEECGJCEHBGD,39.56,0
EJEAFIBBBBGE,43.135,0
JJABECAGJBEE,76.455,0
HBBBGEJDGJHJ,28.632,0
CEDDHFGEIEGC,73.291,0
DEIDHCEBCBEC,44.268,0
IBCHFBFDJEEI,25.726,0
ICHABIDIAGGF,83.237,0
IDHJHDEAIHFD,47.205,0
ECJIBCGDCBAA,87.289,0
JDCGIGEBFCJJ,63.492,0
HJEIDBGAIBEG,48.05,0
DFCHBBGCCHGC,95.468,0
FJGFFDJEGIBE,77.435,0
FEFBJDBEDGBI,73.715,0
HEFEFGFGIHJC,22.152,0
ECHAFDCADAGJ,69.624,0
JHHBGBAGCBCG,36.125,0
JCHAFIHGGIBG,76.843,0
DHIEEDHBJBAB,54.35,0
FADJIBHGEAIF,59.853,0
IEHCFADDBHDG,33.091,0
AHGJEHHJADAC,74.405,0
JIIEIFAGEAHA,81.731,0
HCAEGCDGGCHG,15.386,0
HFIDJDAGHFIF,43.048,0
IJIJICDGDEEF,93.097,0
JADEBAAGJBDE,16.135,0
HAJGEHICBBJF,42.531,0
EADIIGIIHEBG,92.875,0
FGBIHEADDEBF,52.524,0
EAIBEIEIAGCC,57.296,0
FDJBAGEIIJCI,62.376,0
HEFIGDGCBJBC,92.204,0
AAEFAIIABEDH,44.692,0
DJGHDFCCAIIF,63.439,0
GDFCFAGGFIFG,48.701,0
GDFFHHDGGAAD,69.775,0
DICIBIIEHDGI,59.85,0
DCIGJAECBCCB,68.232,0
CGCGIICEECCF,76.267,0
DFGGAFBJAAAD,59.565,0
EABEEAFBCHDH,31.924,0
FGIHDDABJFGG,50.835,0
FCFHADDHEGCG,32.591,0
CAFEDECHBJCG,16.817,0
JGBFGBEFHHIF,12.664,0
CIJEJFFAFEEI,40.509,0
IAFBHBEGCDBI,65.023,0
IHHDBDBDBJEB,23.688,0
CJIJEHFEHDGD,43.242,0
GDIHCHJBHBCI,40.2,0
IAHAJCCDJHEB,43.012,0
DAICGHEDAFGC,1.177,0
ACJEAGIFJGGD,38.634,0
